,Unnamed: 0,Unnamed: 0.1,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
886,13211,19197,12291527,JE138735,02/11/2021 11:30:00 AM,107XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2211,22,19.0,74,08B,1157884.0,1833258.0,2021,02/19/2021 03:45:56 PM,41.698203635,-87.697530183,"(41.698203635, -87.697530183)"
895,14476,21021,12294482,JE143582,02/16/2021 07:00:00 PM,037XX N SHEFFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1923,19,44.0,6,14,1168934.0,1925113.0,2021,02/23/2021 03:48:18 PM,41.950032011,-87.654412884,"(41.950032011, -87.654412884)"
903,10162,14814,12283613,JE128864,01/31/2021 03:35:00 PM,026XX N Spaulding Ave,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1412,14,35.0,22,06,,,2021,02/07/2021 03:46:17 PM,,,
931,11934,17354,12289169,JE136736,02/06/2021 05:30:00 AM,004XX E SOUTH WATER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,114,1,42.0,32,14,1179256.0,1902052.0,2021,02/13/2021 03:48:24 PM,41.88652124,-87.617178654,"(41.88652124, -87.617178654)"
941,4694,7024,12270449,JE113778,01/15/2021 07:00:00 AM,134XX S BURLEY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,433,4,10.0,55,06,1199769.0,1816465.0,2021,01/22/2021 03:48:10 PM,41.651171092,-87.54473342,"(41.651171092, -87.54473342)"
944,5785,8668,12273407,JE117190,01/19/2021 02:53:00 PM,007XX E 43RD ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,214,2,4.0,38,08B,1181953.0,1876664.0,2021,01/26/2021 03:51:22 PM,41.816792881,-87.60806218299999,"(41.816792881, -87.608062183)"
949,13330,19372,12296055,JE145664,01/08/2021 12:00:00 PM,078XX S CHAMPLAIN AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,624,6,6.0,69,06,1181925.0,1853083.0,2021,02/23/2021 03:45:37 PM,41.752085104,-87.60889369200001,"(41.752085104, -87.608893692)"
952,20164,29206,12307783,JE159947,03/04/2021 09:00:00 PM,015XX W 86TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,614,6,21.0,71,06,1167740.0,1847705.0,2021,03/11/2021 03:47:23 PM,41.737643109,-87.66102929799999,"(41.737643109, -87.661029298)"
983,19160,27772,12327944,JE184335,03/19/2021 11:21:00 AM,003XX S CAMPBELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1125,11,27.0,28,11,1159792.0,1898477.0,2021,04/01/2021 05:01:37 PM,41.877134617,-87.688753705,"(41.877134617, -87.688753705)"
984,24337,35383,12317621,JE171323,03/16/2021 12:25:00 PM,003XX N ORLEANS ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1831,18,42.0,8,11,1173876.0,1902793.0,2021,03/23/2021 05:03:34 PM,41.888676095,-87.63691305799999,"(41.888676095, -87.636913058)"
1004,15668,22721,12299803,JE150390,02/20/2021 07:00:00 AM,051XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2032,20,40.0,4,14,1163292.0,1934205.0,2021,02/27/2021 03:46:45 PM,41.975101633,-87.674895387,"(41.975101633, -87.674895387)"
1010,20618,29912,12308682,JE161118,03/05/2021 02:00:00 PM,015XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1824,18,43.0,8,11,1176722.0,1910731.0,2021,03/12/2021 03:54:10 PM,41.910394484,-87.62622133,"(41.910394484, -87.62622133)"
1032,14966,21732,12299717,JE149691,02/05/2021 09:00:00 AM,008XX W ADDISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1924,19,44.0,6,11,,,2021,02/24/2021 03:49:12 PM,,,
1048,28124,40903,12325706,JE181508,03/27/2021 01:30:00 PM,023XX N NATCHEZ AVE,0810,THEFT,OVER $500,STREET,False,True,2512,25,36.0,19,06,1132700.0,1914716.0,2021,04/03/2021 05:04:00 PM,41.92221182,-87.787850031,"(41.92221182, -87.787850031)"
1052,22742,33074,12313171,JE166339,03/11/2021 08:19:00 PM,002XX N LAPORTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1532,15,28.0,25,08B,1143336.0,1901149.0,2021,03/18/2021 04:52:21 PM,41.884790152,-87.749109169,"(41.884790152, -87.749109169)"
1065,15258,22161,12295830,JE145354,02/18/2021 08:00:00 PM,011XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,False,False,1213,12,2.0,24,06,1165907.0,1907974.0,2021,02/25/2021 03:51:59 PM,41.903066879,-87.666030059,"(41.903066879, -87.666030059)"
1068,20679,30004,12307670,JE159753,03/05/2021 10:09:00 AM,001XX N STATE ST,0460,BATTERY,SIMPLE,STREET,False,False,111,1,42.0,32,08B,1176329.0,1901689.0,2021,03/12/2021 03:54:10 PM,41.885591676,-87.62793815399999,"(41.885591676, -87.627938154)"
1069,26629,38701,12322667,JE177883,03/23/2021 10:15:00 PM,090XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2221,22,21.0,73,08B,1167918.0,1844890.0,2021,03/30/2021 04:51:43 PM,41.72991452,-87.66045778200001,"(41.72991452, -87.660457782)"
1084,27336,39729,12324127,JE179648,03/25/2021 05:03:00 PM,001XX S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,112,1,42.0,32,06,1176401.0,1899793.0,2021,04/01/2021 05:04:48 PM,41.880387322,-87.627731005,"(41.880387322, -87.627731005)"
1086,26220,38108,12321738,JE176855,03/22/2021 10:54:00 PM,029XX W 60TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,823,8,16.0,66,08B,1157876.0,1864717.0,2021,03/29/2021 04:53:03 PM,41.784532415,-87.696707337,"(41.784532415, -87.696707337)"
1087,6862,10203,12274622,JE118719,01/21/2021 03:00:00 AM,054XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,814,8,14.0,56,14,1144731.0,1869674.0,2021,01/28/2021 03:49:05 PM,41.798392201,-87.744778495,"(41.798392201, -87.744778495)"
1088,32115,46751,12335735,JE193774,04/08/2021 07:35:00 PM,089XX S BRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,424,4,10.0,46,08B,1198875.0,1846393.0,2021,04/15/2021 05:38:17 PM,41.733318829,-87.547004739,"(41.733318829, -87.547004739)"
1090,28227,41057,12326578,JE182652,03/28/2021 09:00:00 PM,046XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1713,17,33.0,14,14,1153540.0,1930822.0,2021,04/04/2021 05:01:16 PM,41.966018559,-87.71084725200001,"(41.966018559, -87.710847252)"
1100,10858,15763,12286867,JE132904,02/01/2021 10:47:00 AM,010XX W MONTROSE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1913,19,46.0,3,06,1168515.0,1929384.0,2021,02/09/2021 03:44:55 PM,41.961760892,-87.655828955,"(41.961760892, -87.655828955)"
1105,18824,27248,12305300,JE157040,03/01/2021 12:00:00 PM,022XX S CHRISTIANA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1024,10,22.0,30,11,1154381.0,1888862.0,2021,03/08/2021 03:55:51 PM,41.850859792,-87.708878204,"(41.850859792, -87.708878204)"
1110,33622,48974,12338776,JE197712,04/12/2021 09:30:00 PM,021XX W MARQUETTE RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,726,7,16.0,67,14,1163304.0,1860204.0,2021,04/19/2021 05:20:48 PM,41.772036129,-87.676932295,"(41.772036129, -87.676932295)"
1118,15791,22905,12296856,JE146718,02/20/2021 09:16:00 AM,057XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1513,15,29.0,25,14,1137976.0,1900163.0,2021,02/27/2021 03:46:45 PM,41.882182885,-87.768816003,"(41.882182885, -87.768816003)"
1140,28755,41839,12327518,JE183757,03/29/2021 10:00:00 PM,074XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,323,3,6.0,69,14,1180198.0,1855702.0,2021,04/05/2021 05:04:35 PM,41.759311656,-87.615142204,"(41.759311656, -87.615142204)"
1151,28182,40994,12329228,JE181061,03/27/2021 06:33:00 AM,013XX W 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,612,6,21.0,71,14,1168967.0,1851721.0,2021,04/03/2021 05:04:00 PM,41.748637183,-87.656418152,"(41.748637183, -87.656418152)"
1158,19374,28068,12304999,JE156582,03/02/2021 07:00:00 AM,004XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,1834,18,42.0,8,14,1177329.0,1903108.0,2021,03/09/2021 03:54:03 PM,41.88946287,-87.624222942,"(41.88946287, -87.624222942)"
1166,29874,43445,12330204,JE186999,04/01/2021 05:30:00 PM,020XX S RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SCHOOL - PRIVATE GROUNDS,False,False,1235,12,25.0,31,14,1168684.0,1890449.0,2021,04/08/2021 05:05:01 PM,41.854917247,-87.656337419,"(41.854917247, -87.656337419)"
1169,17850,25852,12301794,JE152651,02/26/2021 07:06:00 AM,081XX S CORNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,411,4,8.0,45,08B,1188681.0,1851335.0,2021,03/05/2021 03:49:32 PM,41.74712966,-87.584192071,"(41.74712966, -87.584192071)"
1177,642,943,12263193,JE105470,01/06/2021 08:35:00 PM,002XX W GARFIELD BLVD,0820,THEFT,$500 AND UNDER,CTA TRAIN,True,False,935,9,3.0,37,06,1175647.0,1868500.0,2021,01/16/2021 03:49:23 PM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
1201,21787,31648,12311412,JE164279,03/09/2021 08:00:00 PM,001XX S HALSTED ST,0810,THEFT,OVER $500,STREET,False,False,1232,12,27.0,28,06,1171069.0,1899672.0,2021,03/16/2021 04:52:52 PM,41.880173915,-87.64731294799999,"(41.880173915, -87.647312948)"
1206,5269,7865,12272255,JE115919,01/17/2021 11:06:00 PM,094XX S LOWE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,ALLEY,False,False,2223,22,21.0,73,11,1173633.0,1842255.0,2021,01/24/2021 03:47:22 PM,41.722559211,-87.63959988399999,"(41.722559211, -87.639599884)"
1218,20838,30225,12308538,JE160882,03/06/2021 12:55:00 PM,069XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,735,7,17.0,67,14,1164885.0,1858690.0,2021,03/13/2021 03:51:08 PM,41.76784825,-87.671179545,"(41.76784825, -87.671179545)"
1238,20282,29386,12306922,JE158970,03/04/2021 01:12:00 PM,048XX W PARKER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2521,25,31.0,19,14,1143585.0,1917849.0,2021,03/11/2021 03:47:23 PM,41.930612118,-87.747776156,"(41.930612118, -87.747776156)"
1240,18900,27362,12304426,JE155806,03/01/2021 10:44:00 AM,089XX S HOUSTON AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,424,4,10.0,46,08A,1198076.0,1846225.0,2021,03/08/2021 03:55:51 PM,41.732877818,-87.549937399,"(41.732877818, -87.549937399)"
1250,25647,37265,12319646,JE174333,03/20/2021 01:37:00 PM,082XX S DORCHESTER AVE,0560,ASSAULT,SIMPLE,STREET,False,False,411,4,8.0,45,08A,1186972.0,1850628.0,2021,03/27/2021 04:58:28 PM,41.745230241,-87.59047659,"(41.745230241, -87.59047659)"
1276,1449,2153,12265231,JE107229,01/08/2021 05:21:00 PM,051XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,935,9,3.0,61,08B,1172841.0,1870749.0,2021,01/16/2021 03:49:23 PM,41.800767714,-87.641661668,"(41.800767714, -87.641661668)"
1280,28412,41332,12328674,JE185213,03/28/2021 12:00:00 AM,056XX S MAPLEWOOD AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,824,8,15.0,63,04B,1160334.0,1867159.0,2021,04/04/2021 05:01:16 PM,41.791183299,-87.687628014,"(41.791183299, -87.687628014)"
1282,21048,30531,12308718,JE161085,03/06/2021 03:20:00 PM,006XX W OHARE ST,0460,BATTERY,SIMPLE,AIRPORT EXTERIOR - NON-SECURE AREA,False,False,1654,16,41.0,76,08B,1099640.0,1928308.0,2021,03/13/2021 03:51:08 PM,41.960023282,-87.909078994,"(41.960023282, -87.909078994)"
1298,10113,14746,12284157,JE130293,01/30/2021 05:00:00 PM,025XX W 21ST ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1023,10,24.0,31,06,1159705.0,1889987.0,2021,02/06/2021 03:52:06 PM,41.853839008,-87.689307002,"(41.853839008, -87.689307002)"
1303,30692,44659,12331569,JE188801,04/04/2021 12:10:00 AM,047XX W RACE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1111,11,28.0,25,06,1144677.0,1903241.0,2021,04/11/2021 05:07:26 PM,41.890505686,-87.74413201,"(41.890505686, -87.74413201)"
1319,1950,2925,12260647,JE102481,01/03/2021 08:49:00 PM,020XX W CULLERTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1234,12,25.0,31,08B,1162985.0,1890401.0,2021,01/16/2021 03:49:23 PM,41.854906927,-87.677256556,"(41.854906927, -87.677256556)"
1334,26837,38988,12322729,JE177368,03/23/2021 12:35:00 PM,002XX E CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING / GROUNDS,False,True,1833,18,2.0,8,08B,1178058.0,1905778.0,2021,03/30/2021 04:51:43 PM,41.896772914,-87.62146443200001,"(41.896772914, -87.621464432)"
1348,27243,39594,12323362,JE178804,03/24/2021 08:01:00 PM,073XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,732,7,6.0,68,08B,1172573.0,1856125.0,2021,03/31/2021 04:59:47 PM,41.760643708,-87.64307501799999,"(41.760643708, -87.643075018)"
1362,26962,39182,12324111,JE178602,03/24/2021 03:00:00 AM,003XX S ST LOUIS AVE,0810,THEFT,OVER $500,APARTMENT,False,True,1133,11,28.0,27,06,1153064.0,1898239.0,2021,03/31/2021 04:59:47 PM,41.876617517,-87.71346340299999,"(41.876617517, -87.713463403)"
1395,5236,7820,12272405,JE115275,01/17/2021 02:00:00 AM,069XX N ASHLAND BLVD,0810,THEFT,OVER $500,STREET,False,False,2431,24,49.0,1,06,1164516.0,1946316.0,2021,01/24/2021 03:47:22 PM,42.008308654,-87.67004939799999,"(42.008308654, -87.670049398)"
1398,14379,20879,12293345,JE142040,02/15/2021 07:15:00 AM,044XX S MOZART ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,922,9,15.0,58,14,1158105.0,1875179.0,2021,02/22/2021 03:49:17 PM,41.813236894,-87.69558313600001,"(41.813236894, -87.695583136)"
1400,17640,25559,12301443,JE152406,02/25/2021 08:00:00 PM,062XX N ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2413,24,50.0,2,14,1157859.0,1941409.0,2021,03/04/2021 03:52:04 PM,41.994982581,-87.69467682,"(41.994982581, -87.69467682)"
1417,26757,38872,12323189,JE178564,03/23/2021 12:00:00 PM,034XX W FRANKLIN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1121,11,27.0,23,14,1153269.0,1903118.0,2021,03/30/2021 04:51:43 PM,41.89000193,-87.712581124,"(41.89000193, -87.712581124)"
1423,13403,19465,12292326,JE140724,02/12/2021 07:00:00 PM,056XX S OAKLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,824,8,16.0,63,11,1162077.0,1867294.0,2021,02/19/2021 03:48:53 PM,41.791517655,-87.68123302299999,"(41.791517655, -87.681233023)"
1434,17785,25765,12301828,JE152682,02/26/2021 07:30:00 AM,060XX N KENMORE AVE,0810,THEFT,OVER $500,APARTMENT,False,True,2433,24,48.0,77,06,1168151.0,1940184.0,2021,03/05/2021 03:49:32 PM,41.991404284,-87.656853651,"(41.991404284, -87.656853651)"
1436,32731,47693,12337280,JE195874,04/10/2021 11:45:00 PM,043XX S ARCHER AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,821,8,14.0,58,08A,1155614.0,1875367.0,2021,04/17/2021 05:31:27 PM,41.813803157,-87.70471526200001,"(41.813803157, -87.704715262)"
1450,5515,8261,12272311,JE116046,01/18/2021 02:00:00 AM,121XX S LA SALLE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,523,5,9.0,53,06,1177456.0,1824512.0,2021,01/25/2021 03:48:31 PM,41.673784481,-87.62613041700001,"(41.673784481, -87.626130417)"
1467,6077,9084,12276124,JE120388,01/14/2021 05:30:00 PM,005XX N STATE ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1834,18,42.0,8,06,1176282.0,1903709.0,2021,01/26/2021 03:48:59 PM,41.891135724,-87.628049777,"(41.891135724, -87.628049777)"
1478,24938,36249,12318897,JE173287,03/18/2021 11:44:00 AM,006XX E 32ND ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,211,2,4.0,35,11,1180911.0,1883686.0,2021,03/25/2021 04:55:39 PM,41.836085835,-87.611668085,"(41.836085835, -87.611668085)"
1485,5724,8583,12276440,JE120034,01/18/2021 06:00:00 PM,061XX N MEADE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1611,16,39.0,10,11,1134575.0,1940526.0,2021,01/26/2021 03:48:59 PM,41.993004124,-87.780348637,"(41.993004124, -87.780348637)"
1489,9317,13646,12284206,JE130345,01/24/2021 04:00:00 AM,053XX S CORNELL AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,False,True,234,2,5.0,41,04B,1188157.0,1870260.0,2021,02/04/2021 03:49:24 PM,41.799073935,-87.585509129,"(41.799073935, -87.585509129)"
1491,19494,28243,12308565,JE160969,03/01/2021 02:00:00 PM,029XX N MERRIMAC AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2511,25,30.0,19,11,1134231.0,1918863.0,2021,03/09/2021 03:52:09 PM,41.933564806,-87.78212662799999,"(41.933564806, -87.782126628)"
1505,5727,8587,12276540,JE120943,01/03/2021 12:00:00 AM,015XX W EDGEWATER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2013,20,48.0,77,11,1165085.0,1938301.0,2021,01/26/2021 03:48:59 PM,41.986303183,-87.66818498200001,"(41.986303183, -87.668184982)"
1507,1634,2431,12264358,JE106806,01/08/2021 12:12:00 PM,044XX N GREENVIEW AVE,0460,BATTERY,SIMPLE,STREET,False,False,1912,19,47.0,3,08B,1165275.0,1929612.0,2021,01/16/2021 03:49:23 PM,41.962456212,-87.667734471,"(41.962456212, -87.667734471)"
1511,10145,14793,12282686,JE128455,01/31/2021 02:53:00 PM,035XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,1123,11,28.0,27,08B,1152548.0,1899983.0,2021,02/07/2021 03:46:17 PM,41.881413449,-87.715311892,"(41.881413449, -87.715311892)"
1519,5898,8824,12272916,JE116752,01/19/2021 01:40:00 AM,061XX S LAFLIN ST,0560,ASSAULT,SIMPLE,STREET,False,True,713,7,16.0,67,08A,1167390.0,1863969.0,2021,01/26/2021 03:51:22 PM,41.782281212,-87.66184648299999,"(41.782281212, -87.661846483)"
1521,12309,17882,12288675,JE135949,02/08/2021 12:48:00 PM,119XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,524,5,34.0,53,08B,1174130.0,1825640.0,2021,02/15/2021 03:50:56 PM,41.676954157,-87.63827059,"(41.676954157, -87.63827059)"
1532,13952,20260,12292230,JE140671,02/13/2021 12:20:00 PM,005XX W 43RD ST,0460,BATTERY,SIMPLE,STREET,False,False,925,9,11.0,61,08B,1173224.0,1876404.0,2021,02/20/2021 03:50:23 PM,41.816277128,-87.640089799,"(41.816277128, -87.640089799)"
1535,15921,23091,12297176,JE147192,02/20/2021 03:30:00 PM,070XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1632,16,38.0,17,08A,1128579.0,1925819.0,2021,02/27/2021 03:46:45 PM,41.952750725,-87.802739615,"(41.952750725, -87.802739615)"
1538,20071,29073,12307249,JE159075,03/04/2021 11:54:00 AM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1232,12,25.0,28,06,1168933.0,1898798.0,2021,03/11/2021 03:47:23 PM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
1539,22477,32684,12313375,JE166346,03/11/2021 08:21:00 PM,135XX S BRANDON AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,433,4,10.0,55,08A,1199448.0,1815809.0,2021,03/18/2021 04:52:21 PM,41.649379004,-87.54592979799999,"(41.649379004, -87.545929798)"
1541,22362,32499,12312181,JE165274,03/10/2021 06:55:00 PM,051XX N AVERS AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1712,17,39.0,14,08A,1149788.0,1933825.0,2021,03/17/2021 04:51:25 PM,41.974332965,-87.724564287,"(41.974332965, -87.724564287)"
1550,22542,32789,12312599,JE165619,03/11/2021 08:15:00 AM,032XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1924,19,44.0,6,06,1169868.0,1921628.0,2021,03/18/2021 04:52:21 PM,41.94044868,-87.651081589,"(41.94044868, -87.651081589)"
1560,24476,35569,12319529,JE174234,02/12/2021 12:00:00 AM,022XX N MARMORA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2515,25,36.0,19,11,1136697.0,1914231.0,2021,03/23/2021 05:00:56 PM,41.920810216,-87.77317526200001,"(41.920810216, -87.773175262)"
1573,28715,41790,12327393,JE183574,03/29/2021 07:01:00 PM,002XX W 108TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,513,5,34.0,49,04A,1176617.0,1833323.0,2021,04/05/2021 05:04:35 PM,41.697982051,-87.628937547,"(41.697982051, -87.628937547)"
1576,10762,15634,12287278,JE128375,01/31/2021 01:00:00 PM,097XX S DOBSON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,511,5,8.0,50,04A,1184925.0,1840725.0,2021,02/09/2021 03:44:55 PM,41.718103563,-87.59828692200001,"(41.718103563, -87.598286922)"
1591,1739,2581,12262712,JE104816,01/06/2021 10:24:00 AM,044XX S CALUMET AVE,0560,ASSAULT,SIMPLE,STREET,False,False,215,2,3.0,38,08A,1179172.0,1875749.0,2021,01/16/2021 03:49:23 PM,41.814346004,-87.618291407,"(41.814346004, -87.618291407)"
1616,15130,21981,12296031,JE144812,02/18/2021 12:30:00 PM,029XX S DEARBORN ST,0560,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,133,1,3.0,35,08A,1176459.0,1885004.0,2021,02/25/2021 03:51:59 PM,41.839804007,-87.62796417700001,"(41.839804007, -87.627964177)"
1618,9270,13579,12280822,JE126031,01/28/2021 06:47:00 PM,031XX N BROADWAY,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,GROCERY FOOD STORE,False,False,1934,19,44.0,6,04B,1171706.0,1920920.0,2021,02/04/2021 03:52:02 PM,41.938465561,-87.64434727700001,"(41.938465561, -87.644347277)"
1619,6215,9277,12275265,JE119236,01/20/2021 08:12:00 AM,0000X E ROOSEVELT RD,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,123,1,4.0,32,06,1176576.0,1895067.0,2021,01/27/2021 03:54:59 PM,41.867414944,-87.627231186,"(41.867414944, -87.627231186)"
1624,550,803,12258551,JE100025,01/01/2021 12:21:00 AM,001XX E DELAWARE PL,0460,BATTERY,SIMPLE,HOTEL / MOTEL,True,False,1833,18,2.0,8,08B,1177786.0,1906673.0,2021,01/16/2021 03:49:23 PM,41.899235024,-87.622436193,"(41.899235024, -87.622436193)"
1625,18077,26164,12302028,JE153151,02/26/2021 03:08:00 PM,032XX S MICHIGAN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,211,2,3.0,35,04B,1177727.0,1883504.0,2021,03/05/2021 03:49:32 PM,41.835659225,-87.62335670700001,"(41.835659225, -87.623356707)"
1626,16653,24143,12299605,JE150228,02/23/2021 05:20:00 PM,044XX W CHICAGO AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1111,11,37.0,23,04A,1146727.0,1904957.0,2021,03/02/2021 03:50:05 PM,41.895175706,-87.736559521,"(41.895175706, -87.736559521)"
1627,1994,2987,12261969,JE104142,01/05/2021 03:37:00 PM,044XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,1914,19,46.0,3,06,1168802.0,1929837.0,2021,01/16/2021 03:49:23 PM,41.962997708,-87.654760597,"(41.962997708, -87.654760597)"
1628,28019,40733,12329541,JE186201,02/12/2021 09:00:00 AM,113XX S LANGLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,531,5,9.0,50,11,1182935.0,1829929.0,2021,04/03/2021 05:00:51 PM,41.688524339,-87.605909458,"(41.688524339, -87.605909458)"
1655,5346,7979,12272172,JE115869,01/17/2021 10:14:00 PM,029XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1135,11,28.0,29,08B,1157035.0,1895237.0,2021,01/24/2021 03:47:22 PM,41.868300102,-87.69896455899999,"(41.868300102, -87.698964559)"
1660,31337,45607,12333774,JE191710,04/06/2021 02:00:00 AM,056XX N LINCOLN AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",HOTEL / MOTEL,False,True,2011,20,40.0,2,04B,1157660.0,1937177.0,2021,04/13/2021 05:27:07 PM,41.983373861,-87.695524775,"(41.983373861, -87.695524775)"
